	level_0	index	Funktion	Ratsmitglied	Zutrittsberechtigte	document	page
1590	1650	15		Walter Madeleine	Gast	Liste der Zutrittberechtigte 2015-12-15 N.pdf	25
1591	1651	0	Schweizerischer Arbeitgeberverband	Walti Beat, FDP-Liberale/ZH	Vogt Valentin	Liste der Zutrittberechtigte 2015-12-15 N.pdf	26
1592	1652	1	Persönliche/r Mitarbeiter/in		Dolder-Troller Brigitta	Liste der Zutrittberechtigte 2015-12-15 N.pdf	26
1593	1653	2	Gast	Wasserfallen Christian, FDP-Liberale/BE	Wasserfallen Margret	Liste der Zutrittberechtigte 2015-12-15 N.pdf	26
1594	1654	3	Burson Marsteller		Thalhammer Alexandra	Liste der Zutrittberechtigte 2015-12-15 N.pdf	26
1595	1655	4	Invité(e)	Wehrli Laurent, PLR/VD	Depallens Yves	Liste der Zutrittberechtigte 2015-12-15 N.pdf	26
1596	1656	5	Invité(e)		Braune Victor	Liste der Zutrittberechtigte 2015-12-15 N.pdf	26
1597	1657	6	aqua viva	Weibel Thomas, glp/ZH	Eisenhut Antonia Katharina	Liste der Zutrittberechtigte 2015-12-15 N.pdf	26
1598	1658	7	Wirtschaftsverband swisscleantech		Beglinger Nick	Liste der Zutrittberechtigte 2015-12-15 N.pdf	26
1599	1659	8	Alpeninitiative	Wermuth Cédric, SP/AG	Herrmann Manuel	Liste der Zutrittberechtigte 2015-12-15 N.pdf	26
1600	1660	9				Liste der Zutrittberechtigte 2015-12-15 N.pdf	26
1601	1661	10	auto-schweiz	Wobmann Walter, SVP/SO	Burgener Andreas	Liste der Zutrittberechtigte 2015-12-15 N.pdf	26
1602	1662	11	auto-schweiz		Launaz François	Liste der Zutrittberechtigte 2015-12-15 N.pdf	26
1603	1663	12		Zanetti Claudio, SVP/ZH		Liste der Zutrittberechtigte 2015-12-15 N.pdf	26
1604	1664	13				Liste der Zutrittberechtigte 2015-12-15 N.pdf	26
1605	1665	14		Zuberbühler David, SVP/AR		Liste der Zutrittberechtigte 2015-12-15 N.pdf	26
1606	1666	15				Liste der Zutrittberechtigte 2015-12-15 N.pdf	26
1607	1667	0	Invité(e)	Addor Jean-Luc, UDC/VS	Perroud Bruno	2018-01-23 Register der Zutrittsberechtigten NR.pdf	2
1608	1668	1	Invité(e)		Fauchère Cyrille	2018-01-23 Register der Zutrittsberechtigten NR.pdf	2
1609	1669	2	aaremilch AG	Aebi Andreas, SVP/BE	Schneider Donat	2018-01-23 Register der Zutrittsberechtigten NR.pdf	2
1610	1670	3	Berner Bauernverband		Wyss Andreas	2018-01-23 Register der Zutrittsberechtigten NR.pdf	2
1611	1671	4	Bildungsorganisation savoirsuisse	Aebischer Matthias, SP/BE	Bütikofer Etienne	2018-01-23 Register der Zutrittsberechtigten NR.pdf	2
1612	1672	5	Gast		Meyer Markus	2018-01-23 Register der Zutrittsberechtigten NR.pdf	2
1613	1673	6		Aeschi Thomas, SVP/ZG		2018-01-23 Register der Zutrittsberechtigten NR.pdf	2
1614	1674	7				2018-01-23 Register der Zutrittsberechtigten NR.pdf	2
1615	1675	8	Gast	Allemann Evi, SP/BE	Gebhard Allemann Marc	2018-01-23 Register der Zutrittsberechtigten NR.pdf	2
1616	1676	9				2018-01-23 Register der Zutrittsberechtigten NR.pdf	2
1617	1677	10	Centre patronal	Amaudruz Céline, UDC/GE	Eperon Patrick	2018-01-23 Register der Zutrittsberechtigten NR.pdf	2
1618	1678	11	UBS AG		Trunz Manuel	2018-01-23 Register der Zutrittsberechtigten NR.pdf	2
1619	1679	12	Swiss Leading Hospitals	Amherd Viola, CVP/VS	Castelli Nello	2018-01-23 Register der Zutrittsberechtigten NR.pdf	2
1620	1680	13	Kinderlobby		Mader Frédéric	2018-01-23 Register der Zutrittsberechtigten NR.pdf	2
1621	1681	14	Gast	Ammann Thomas, CVP/SG	Ammann-Pridgar Gabi	2018-01-23 Register der Zutrittsberechtigten NR.pdf	2
1622	1682	15				2018-01-23 Register der Zutrittsberechtigten NR.pdf	2
1623	1683	0	ASTAG Schweizerischer Nutzfahrzeugverband	Amstutz Adrian, SVP/BE	Jaussi Reto	2018-01-23 Register der Zutrittsberechtigten NR.pdf	3
1624	1684	1				2018-01-23 Register der Zutrittsberechtigten NR.pdf	3
1625	1685	2		Arnold Beat, SVP/UR		2018-01-23 Register der Zutrittsberechtigten NR.pdf	3
1626	1686	3				2018-01-23 Register der Zutrittsberechtigten NR.pdf	3
1627	1687	4	Gast	Arslan Sibel, BastA/BS	Müller-Walz Urs	2018-01-23 Register der Zutrittsberechtigten NR.pdf	3
1628	1688	5	Persönliche/r Mitarbeiter/in		Schiavi Rita	2018-01-23 Register der Zutrittsberechtigten NR.pdf	3
1629	1689	6	Wohnbaugenosschenschaften Schweiz	Badran Jacqueline, SP/ZH	Keller Ulrich	2018-01-23 Register der Zutrittsberechtigten NR.pdf	3
1630	1690	7	ASLOCA		Zwahlen Pierre	2018-01-23 Register der Zutrittsberechtigten NR.pdf	3
1631	1691	8	Conseil municipal Ville de Genève	Barazzone Guillaume, PDC/GE	Ricou Lionel	2018-01-23 Register der Zutrittsberechtigten NR.pdf	3
1632	1692	9	Canton de Genève - Chancellerie		Wyden Guelpa Anja	2018-01-23 Register der Zutrittsberechtigten NR.pdf	3
1633	1693	10	Persönliche/r Mitarbeiter/in	Barrile Angelo, SP/ZH	Helfenstein Urs	2018-01-23 Register der Zutrittsberechtigten NR.pdf	3
1634	1694	11	Gast		Hardmeier Marco	2018-01-23 Register der Zutrittsberechtigten NR.pdf	3
1635	1695	12	Suissetec	Bauer Philippe, PLR/NE	Moret Alfred	2018-01-23 Register der Zutrittsberechtigten NR.pdf	3
1636	1696	13				2018-01-23 Register der Zutrittsberechtigten NR.pdf	3
1637	1697	14	Zenhäusern & Partner AG	Bäumle Martin, glp/ZH	Zenhäusern Martin	2018-01-23 Register der Zutrittsberechtigten NR.pdf	3
1638	1698	15		Ananiadis Jorgo	Piratenpartei	2018-01-23 Register der Zutrittsberechtigten NR.pdf	3
1639	1699	0		Béglé Claude, PDC/VD		2018-01-23 Register der Zutrittsberechtigten NR.pdf	4
1640	1700	1				2018-01-23 Register der Zutrittsberechtigten NR.pdf	4
1641	1701	2	Office des affaires extérieures, Etat de Vaud	Bendahan Samuel, PSS/VD	Rampazzo Aline Sara	2018-01-23 Register der Zutrittsberechtigten NR.pdf	4
1642	1702	3	Schweizerischer Gewerkschaftsbund (SGB)		Wyss Reto	2018-01-23 Register der Zutrittsberechtigten NR.pdf	4
1643	1703	4	Musikschaffende Schweiz	Bertschy Kathrin, glp/BE	Trummer Christoph	2018-01-23 Register der Zutrittsberechtigten NR.pdf	4
1644	1704	5	Geschäftsstelle Alliance F & Operation Libero Bern		Zuber Jessica	2018-01-23 Register der Zutrittsberechtigten NR.pdf	4
1645	1705	6	Schweizerischer Gewerbeverband sgv	Bigler Hans-Ulrich, FDP-Liberale/ZH	Kläy Dieter	2018-01-23 Register der Zutrittsberechtigten NR.pdf	4
1646	1706	7				2018-01-23 Register der Zutrittsberechtigten NR.pdf	4
1647	1707	8	Stiftung für Konsumentenschutz	Birrer-Heimo Prisca, SP/LU	Stalder Sara	2018-01-23 Register der Zutrittsberechtigten NR.pdf	4
1648	1708	9				2018-01-23 Register der Zutrittsberechtigten NR.pdf	4
1649	1709	10	Collaborateur(rice) personnel(le)	Borloz Frédéric, PLR/VD	Miauton Philippe	2018-01-23 Register der Zutrittsberechtigten NR.pdf	4
1650	1710	11	Invité(e)		Aeby Pürro Chantal	2018-01-23 Register der Zutrittsberechtigten NR.pdf	4
1651	1711	12	Invité(e)	Bourgeois Jacques, PLR/FR	Egger Francis	2018-01-23 Register der Zutrittsberechtigten NR.pdf	4
1652	1712	13	Collaborateur(rice) personnel(le)		Halter Liliane	2018-01-23 Register der Zutrittsberechtigten NR.pdf	4
1653	1713	14	santésuisse	Brand Heinz, SVP/GR	Nold Rebetez Verena	2018-01-23 Register der Zutrittsberechtigten NR.pdf	4
1654	1714	15		Egger Beda	Persönliche/r Mitarbeiter/in	2018-01-23 Register der Zutrittsberechtigten NR.pdf	4
1655	1715	0	Ecopolitics	Brélaz Daniel, PES/VD	Jakob Stefan	2018-01-23 Register der Zutrittsberechtigten NR.pdf	5
1656	1716	1	Fédération romande des consommateurs (FRC)		Michaud Gigon Sophie	2018-01-23 Register der Zutrittsberechtigten NR.pdf	5
1657	1717	2		Brunner Hansjörg, FDP-Liberale/TG		2018-01-23 Register der Zutrittsberechtigten NR.pdf	5
1658	1718	3				2018-01-23 Register der Zutrittsberechtigten NR.pdf	5
1659	1719	4	Gast	Brunner Toni, SVP/SG	Friedli Esther	2018-01-23 Register der Zutrittsberechtigten NR.pdf	5
1660	1720	5	Verband Stahl-, Metall- und Papier-Recycling Schweiz		Bähler Thomas	2018-01-23 Register der Zutrittsberechtigten NR.pdf	5
1661	1721	6		Büchel Roland Rino, SVP/SG		2018-01-23 Register der Zutrittsberechtigten NR.pdf	5
1662	1722	7				2018-01-23 Register der Zutrittsberechtigten NR.pdf	5
1663	1723	8	Gast	Büchler Jakob, CVP/SG	Christen Beat	2018-01-23 Register der Zutrittsberechtigten NR.pdf	5
1664	1724	9	Gast		Ruckstuhl Thomas	2018-01-23 Register der Zutrittsberechtigten NR.pdf	5
1665	1725	10	UDC Vaud	Buffat Michaël, UDC/VD	Grangier Kevin	2018-01-23 Register der Zutrittsberechtigten NR.pdf	5
1666	1726	11				2018-01-23 Register der Zutrittsberechtigten NR.pdf	5
1667	1727	12	Invité(e)	Bühler Manfred, UDC/BE	Röthlisberger Claude	2018-01-23 Register der Zutrittsberechtigten NR.pdf	5
1668	1728	13	Association Spitex privée Suisse (ASPS)		Durst Marcel	2018-01-23 Register der Zutrittsberechtigten NR.pdf	5
1669	1729	14	Invité(e)	Bulliard-Marbach Christine, CVP/FR	Bulliard Daniel	2018-01-23 Register der Zutrittsberechtigten NR.pdf	5
1670	1730	15				2018-01-23 Register der Zutrittsberechtigten NR.pdf	5
1671	1731	0	Persönliche/r Mitarbeiter/in	Burgherr Thomas, SVP/AG	Gutersohn Thomas	2018-01-23 Register der Zutrittsberechtigten NR.pdf	6
1672	1732	1	Persönliche/r Mitarbeiter/in		Vögeli Urs	2018-01-23 Register der Zutrittsberechtigten NR.pdf	6
1673	1733	2		Burkart Thierry, FDP-Liberale/AG		2018-01-23 Register der Zutrittsberechtigten NR.pdf	6
1674	1734	3				2018-01-23 Register der Zutrittsberechtigten NR.pdf	6
1675	1735	4	Union suisse des sociétés d'ingénieurs-conseils	Buttet Yannick, PDC/VS	Squaratti Alfred	2018-01-23 Register der Zutrittsberechtigten NR.pdf	6
1676	1736	5	Association des entreprises électriques suisses AES		Martin Dominique	2018-01-23 Register der Zutrittsberechtigten NR.pdf	6
1677	1737	6		Campell Duri, BDP/GR		2018-01-23 Register der Zutrittsberechtigten NR.pdf	6
1678	1738	7				2018-01-23 Register der Zutrittsberechtigten NR.pdf	6
1679	1739	8	hotelleriesuisse	Candinas Martin, CVP/GR	Hans Christophe	2018-01-23 Register der Zutrittsberechtigten NR.pdf	6
1680	1740	9	LITRA		Böhlen René	2018-01-23 Register der Zutrittsberechtigten NR.pdf	6
1681	1741	10	Associazione Svizzera inquilini	Carobbio Guscetti Marina, SP/TI	Töngi Michael	2018-01-23 Register der Zutrittsberechtigten NR.pdf	6
1682	1742	11	Collaboratore/trice personale		Riget Laura Alessandra	2018-01-23 Register der Zutrittsberechtigten NR.pdf	6
1683	1743	12		Cattaneo Rocco, FDP-Liberale/TI		2018-01-23 Register der Zutrittsberechtigten NR.pdf	6
1684	1744	13				2018-01-23 Register der Zutrittsberechtigten NR.pdf	6
1685	1745	14	Invité(e)	Chevalley Isabelle, pvl/VD	Seydoux Laurent	2018-01-23 Register der Zutrittsberechtigten NR.pdf	6
1686	1746	15		Frey Tim	Burson-Marsteller AG	2018-01-23 Register der Zutrittsberechtigten NR.pdf	6
1687	1747	0	Ordine dei Medici del Canton Ticino	Chiesa Marco, UDC/TI	Denti Franco Eugenio	2018-01-23 Register der Zutrittsberechtigten NR.pdf	7
1688	1748	1	Ospite		Margaroli Milco	2018-01-23 Register der Zutrittsberechtigten NR.pdf	7
1689	1749	2	Gast	Clottu Raymond, UDC/NE	Herren Eric	2018-01-23 Register der Zutrittsberechtigten NR.pdf	7
1690	1750	3				2018-01-23 Register der Zutrittsberechtigten NR.pdf	7
1691	1751	4	Schweizer Tourismus-Verband	de Buman Dominique, PDC/FR	Gisi Barbara	2018-01-23 Register der Zutrittsberechtigten NR.pdf	7
1692	1752	5	Parlamentarische Gruppe Schweiz-Armenien		Shahinian Sarkis	2018-01-23 Register der Zutrittsberechtigten NR.pdf	7
1693	1753	6	Schweizerischer Gewerbeverband	de Courten Thomas, SVP/BL	Gfeller Kurt	2018-01-23 Register der Zutrittsberechtigten NR.pdf	7
1694	1754	7	Intergenerika		Müller Axel	2018-01-23 Register der Zutrittsberechtigten NR.pdf	7
1695	1755	8	Collaborateur(rice) personnel(le)	de la Reussille Denis, PdT/NE	Ioset Amanda	2018-01-23 Register der Zutrittsberechtigten NR.pdf	7
1696	1756	9				2018-01-23 Register der Zutrittsberechtigten NR.pdf	7
1697	1757	10	Economiesuisse	Derder Fathi, PLR/VD	Gaggini Cristina	2018-01-23 Register der Zutrittsberechtigten NR.pdf	7
1698	1758	11	Invité(e)		Balet Emery Chantal	2018-01-23 Register der Zutrittsberechtigten NR.pdf	7
1699	1759	12	Gast	Dettling Marcel, SVP/SZ	Lienert Monika	2018-01-23 Register der Zutrittsberechtigten NR.pdf	7
1700	1760	13				2018-01-23 Register der Zutrittsberechtigten NR.pdf	7
1701	1761	14	economiesuisse	Dobler Marcel, FDP-Liberale/SG	Brunner Susanne	2018-01-23 Register der Zutrittsberechtigten NR.pdf	7
1702	1762	15				2018-01-23 Register der Zutrittsberechtigten NR.pdf	7
1703	1763	0	Gast	Egger Thomas, CSPO/VS	Wyer Stefan	2018-01-23 Register der Zutrittsberechtigten NR.pdf	8
1704	1764	1				2018-01-23 Register der Zutrittsberechtigten NR.pdf	8
1705	1765	2	HEV Zürich	Egloff Hans, SVP/ZH	Leiser Albert	2018-01-23 Register der Zutrittsberechtigten NR.pdf	8
1706	1766	3	HEV Schweiz		Gmür Ansgar	2018-01-23 Register der Zutrittsberechtigten NR.pdf	8
1707	1767	4	Migros-Genossenschaftsbund	Eichenberger-Walther Corina, FDP-Liberale/AG	Schläpfer Martin	2018-01-23 Register der Zutrittsberechtigten NR.pdf	8
1708	1768	5	Farner Consulting AG		Heller Daniel	2018-01-23 Register der Zutrittsberechtigten NR.pdf	8
1709	1769	6		Estermann Yvette, SVP/LU		2018-01-23 Register der Zutrittsberechtigten NR.pdf	8
1710	1770	7				2018-01-23 Register der Zutrittsberechtigten NR.pdf	8
1711	1771	8	Persönliche/r Mitarbeiter/in	Eymann Christoph, LDP/BS	Thiriet Simon	2018-01-23 Register der Zutrittsberechtigten NR.pdf	8
1712	1772	9	Gast		Keller Gottlieb	2018-01-23 Register der Zutrittsberechtigten NR.pdf	8
1713	1773	10	Gast	Fässler Daniel, CVP/AI	Fässler-Eiermann Helen	2018-01-23 Register der Zutrittsberechtigten NR.pdf	8
1714	1774	11				2018-01-23 Register der Zutrittsberechtigten NR.pdf	8
1715	1775	12	Commission fédérale de la jeunesse	Fehlmann Rielle Laurence, PSS/GE	Kanaan Sami	2018-01-23 Register der Zutrittsberechtigten NR.pdf	8
1716	1776	13	GREA-Groupement Romand d'Etudes des Addictions		Savary Jean-Félix	2018-01-23 Register der Zutrittsberechtigten NR.pdf	8
1717	1777	14		Feller Olivier, PLR/VD		2018-01-23 Register der Zutrittsberechtigten NR.pdf	8
1718	1778	15				2018-01-23 Register der Zutrittsberechtigten NR.pdf	8
1719	1779	0	Schweizerischer Gewerkschaftsbund SGB	Feri Yvonne, SP/AG	Bühlmann Regula	2018-01-23 Register der Zutrittsberechtigten NR.pdf	9
1720	1780	1				2018-01-23 Register der Zutrittsberechtigten NR.pdf	9
1721	1781	2	Generalsekretärin FDP.Die Liberalen Frauen Schweiz	Fiala Doris, FDP-Liberale/ZH	Thalmann Irene	2018-01-23 Register der Zutrittsberechtigten NR.pdf	9
1722	1782	3	Pro Single Schweiz		Locher Sylvia	2018-01-23 Register der Zutrittsberechtigten NR.pdf	9
1723	1783	4	Schweizerische Bankiervereinigung	Flach Beat, glp/AG	Hämisegger Kuno	2018-01-23 Register der Zutrittsberechtigten NR.pdf	9
1724	1784	5	SIA Schweizerischer Ingenieur- und Architektenverein		Bächtold Hans-Georg	2018-01-23 Register der Zutrittsberechtigten NR.pdf	9
1725	1785	6	Persönliche/r Mitarbeiter/in	Flückiger-Bäni Sylvia, SVP/AG	Horber Ruedi	2018-01-23 Register der Zutrittsberechtigten NR.pdf	9
1726	1786	7	Lignum Holzwirtschaft Schweiz		Starck Christoph	2018-01-23 Register der Zutrittsberechtigten NR.pdf	9
1727	1787	8	Verband der Schweizerischen Gasindustrie	Fluri Kurt, FDP-Liberale/SO	Schmid Michael	2018-01-23 Register der Zutrittsberechtigten NR.pdf	9
1728	1788	9	Schweizerischer Städteverband		Widmer Roman	2018-01-23 Register der Zutrittsberechtigten NR.pdf	9
1729	1789	10	Interpharma	Frehner Sebastian, SVP/BS	Cueni Thomas	2018-01-23 Register der Zutrittsberechtigten NR.pdf	9
1730	1790	11	Corporate Affairs, Nestlé Suisse		Britt Jean-Christophe	2018-01-23 Register der Zutrittsberechtigten NR.pdf	9
1731	1791	12	Médecins de famille suisse	Fridez Pierre-Alain, PSS/JU	Wiesli Reto	2018-01-23 Register der Zutrittsberechtigten NR.pdf	9
1732	1792	13	Réflexion Santé Suisse		Konrad Christelle	2018-01-23 Register der Zutrittsberechtigten NR.pdf	9
1733	1793	14	Alliance sud	Friedl Claudia, SP/SG	Schmassmann Eva	2018-01-23 Register der Zutrittsberechtigten NR.pdf	9
1734	1794	15		Wittwer Jürg	Hausverein Schweiz	2018-01-23 Register der Zutrittsberechtigten NR.pdf	9
1735	1795	0		Galladé Chantal, SP/ZH		2018-01-23 Register der Zutrittsberechtigten NR.pdf	10
1736	1796	1				2018-01-23 Register der Zutrittsberechtigten NR.pdf	10
1737	1797	2	Gast	Geissbühler Andrea Martina, SVP/BE	Geissbühler Michael	2018-01-23 Register der Zutrittsberechtigten NR.pdf	10
1738	1798	3	Verband Schweizerischer Polizei-Beamter		Bundi Ryser Johanna	2018-01-23 Register der Zutrittsberechtigten NR.pdf	10
1739	1799	4		Genecand Benoît, PLR/GE		2018-01-23 Register der Zutrittsberechtigten NR.pdf	10
1740	1800	5				2018-01-23 Register der Zutrittsberechtigten NR.pdf	10
1741	1801	6	ASTAG	Giezendanner Ulrich, SVP/AG	Kirchhofer André	2018-01-23 Register der Zutrittsberechtigten NR.pdf	10
1742	1802	7				2018-01-23 Register der Zutrittsberechtigten NR.pdf	10
1743	1803	8	Wirtschaftsverband swisscleantech	Girod Bastien, GPS/ZH	Barmettler Franziska	2018-01-23 Register der Zutrittsberechtigten NR.pdf	10
1744	1804	9	WWF Schweiz		Hofstetter Patrick	2018-01-23 Register der Zutrittsberechtigten NR.pdf	10
1745	1805	10	Regierungsrat des Kantons Luzern	Glanzmann-Hunkeler Ida, CVP/LU	Graf Guido	2018-01-23 Register der Zutrittsberechtigten NR.pdf	10
1746	1806	11	Gast		Glanzmann Jonas	2018-01-23 Register der Zutrittsberechtigten NR.pdf	10
1747	1807	12		Glarner Andreas, SVP/AG		2018-01-23 Register der Zutrittsberechtigten NR.pdf	10
1748	1808	13				2018-01-23 Register der Zutrittsberechtigten NR.pdf	10
1749	1809	14	Alliance Sud	Glättli Balthasar, GPS/ZH	Staudenmann Jürg	2018-01-23 Register der Zutrittsberechtigten NR.pdf	10
1750	1810	15		Behrens Miriam	Schweizerische Flüchtlingshilfe	2018-01-23 Register der Zutrittsberechtigten NR.pdf	10
1751	1811	0	Collaborateur(rice) personnel(le)	Glauser-Zufferey Alice, UDC/VD	Ziehli Yohan	2018-01-23 Register der Zutrittsberechtigten NR.pdf	11
1752	1812	1	Invité(e)		Simon Paul-André	2018-01-23 Register der Zutrittsberechtigten NR.pdf	11
1753	1813	2	GastroSuisse	Gmür Alois, CVP/SZ	Platzer Casimir	2018-01-23 Register der Zutrittsberechtigten NR.pdf	11
1754	1814	3	Schweizer Brauerei-Verband		Kreber Marcel	2018-01-23 Register der Zutrittsberechtigten NR.pdf	11
1755	1815	4	Communicators	Gmür-Schönenberger Andrea, CVP/LU	Bühler Adrian	2018-01-23 Register der Zutrittsberechtigten NR.pdf	11
1756	1816	5	Helvetia Versicherungen		Gmür Philipp	2018-01-23 Register der Zutrittsberechtigten NR.pdf	11
1757	1817	6	Collaborateur(rice) personnel(le)	Golay Roger, MCG/GE	Mayer Patrick	2018-01-23 Register der Zutrittsberechtigten NR.pdf	11
1758	1818	7	Collaborateur(rice) personnel(le)		Baertschi François	2018-01-23 Register der Zutrittsberechtigten NR.pdf	11
1759	1819	8	Schweizerischer Gewerbeverband sgv	Gössi Petra, FDP-Liberale/SZ	Davatz-Höchner Christine	2018-01-23 Register der Zutrittsberechtigten NR.pdf	11
1760	1820	9				2018-01-23 Register der Zutrittsberechtigten NR.pdf	11
1761	1821	10	Bio Suisse	Graf Maya, GPS/BL	Bossard Martin	2018-01-23 Register der Zutrittsberechtigten NR.pdf	11
1762	1822	11	Brot für alle		Goethe Christina	2018-01-23 Register der Zutrittsberechtigten NR.pdf	11
1763	1823	12	ewz	Graf-Litscher Edith, SP/TG	Graf Harry	2018-01-23 Register der Zutrittsberechtigten NR.pdf	11
1764	1824	13	Köhler, Stüdeli & Partner GmbH		Stüdeli Walter	2018-01-23 Register der Zutrittsberechtigten NR.pdf	11
1765	1825	14	Biofluels Schweiz	Grin Jean-Pierre, UDC/VD	Frei Ulrich	2018-01-23 Register der Zutrittsberechtigten NR.pdf	11
1766	1826	15		Nicod Gérald	Invité(e)	2018-01-23 Register der Zutrittsberechtigten NR.pdf	11
1767	1827	0	Verband Schweizerischer Elektrizitätsunternehmen (VSE)	Grossen Jürg, glp/BE	Frank Michael	2018-01-23 Register der Zutrittsberechtigten NR.pdf	12
1768	1828	1	Verband Schweizerischer Elektro-Installationsfirmen (VSEI)		Kopp Laura	2018-01-23 Register der Zutrittsberechtigten NR.pdf	12
1769	1829	2	Galenica AG	Grunder Hans, BDP/BE	Köpe Christian	2018-01-23 Register der Zutrittsberechtigten NR.pdf	12
1770	1830	3	Verband Swisscleantech		Brandt Eric	2018-01-23 Register der Zutrittsberechtigten NR.pdf	12
1771	1831	4	Gast	Grüter Franz, SVP/LU	Grüter Luzia	2018-01-23 Register der Zutrittsberechtigten NR.pdf	12
1772	1832	5	Persönliche/r Mitarbeiter/in		Felice-Tanner Susanne	2018-01-23 Register der Zutrittsberechtigten NR.pdf	12
1773	1833	6	Gast	Gschwind Jean-Paul, PDC/JU	Glauser Peter	2018-01-23 Register der Zutrittsberechtigten NR.pdf	12
1774	1834	7	Collaborateur(rice) personnel(le)		Heim Karl J.	2018-01-23 Register der Zutrittsberechtigten NR.pdf	12
1775	1835	8	BirdLife Schweiz	Gugger Niklaus-Samuel, EVP/ZH	Müller Werner	2018-01-23 Register der Zutrittsberechtigten NR.pdf	12
1776	1836	9				2018-01-23 Register der Zutrittsberechtigten NR.pdf	12
1777	1837	10	Swisscom AG	Guhl Bernhard, BDP/AG	Kilchenmann Stefan	2018-01-23 Register der Zutrittsberechtigten NR.pdf	12
1778	1838	11	Verband Schweizerischer Polizeibeamter		Hofmann Max	2018-01-23 Register der Zutrittsberechtigten NR.pdf	12
1779	1839	12	Operation Libero	Guldimann Tim, SP/ZH	Kleiner Flavia	2018-01-23 Register der Zutrittsberechtigten NR.pdf	12
1780	1840	13	Neue Europaïsche Bewegung Schweiz		Bez Raphaël	2018-01-23 Register der Zutrittsberechtigten NR.pdf	12
1781	1841	14	Schweizer Bauernverband	Gutjahr Diana, SVP/TG	Schneider Urs	2018-01-23 Register der Zutrittsberechtigten NR.pdf	12
1782	1842	15				2018-01-23 Register der Zutrittsberechtigten NR.pdf	12
1783	1843	0	Schweizerischer Berufsverband Pflegefachfrauen und -männer	Gysi Barbara, SP/SG	Ribi Yvonne	2018-01-23 Register der Zutrittsberechtigten NR.pdf	13
1784	1844	1	Personalverband des Bundes		Wicki Janine	2018-01-23 Register der Zutrittsberechtigten NR.pdf	13
1785	1845	2	Gast	Hadorn Philipp, SP/SO	Walder Annette	2018-01-23 Register der Zutrittsberechtigten NR.pdf	13
1786	1846	3	Gewerkschaft des Verkehrspersonals		Lehmann Daniela	2018-01-23 Register der Zutrittsberechtigten NR.pdf	13
1787	1847	4	Alpeninitiative	Hardegger Thomas, SP/ZH	Pult Jon	2018-01-23 Register der Zutrittsberechtigten NR.pdf	13
1788	1848	5	Dachverbband Schweizerischer Patientenstellen		Ziltener Erika	2018-01-23 Register der Zutrittsberechtigten NR.pdf	13
1789	1849	6	Ecopolitics GmbH	Häsler Christine, GPS/BE	Wirz Felix	2018-01-23 Register der Zutrittsberechtigten NR.pdf	13
1790	1850	7	AGILE.CH		Schaffner Ursula	2018-01-23 Register der Zutrittsberechtigten NR.pdf	13
1791	1851	8		Hausammann Markus, SVP/TG		2018-01-23 Register der Zutrittsberechtigten NR.pdf	13
1792	1852	9				2018-01-23 Register der Zutrittsberechtigten NR.pdf	13
1793	1853	10	Gast	Heer Alfred, SVP/ZH	Segert Alexander	2018-01-23 Register der Zutrittsberechtigten NR.pdf	13
1794	1854	11				2018-01-23 Register der Zutrittsberechtigten NR.pdf	13
1795	1855	12	Caritas Schweiz	Heim Bea, SP/SO	Flügel Martin	2018-01-23 Register der Zutrittsberechtigten NR.pdf	13
1796	1856	13				2018-01-23 Register der Zutrittsberechtigten NR.pdf	13
1797	1857	14	Persönliche/r Mitarbeiter/in	Herzog Verena, SVP/TG	Wüthrich Hans-Peter	2018-01-23 Register der Zutrittsberechtigten NR.pdf	13
1798	1858	15		Martin Urs	Privatkliniken Schweiz / Hirslanden AG	2018-01-23 Register der Zutrittsberechtigten NR.pdf	13
1799	1859	0	Gast	Hess Erich, SVP/BE	Herzig David	2018-01-23 Register der Zutrittsberechtigten NR.pdf	14
1800	1860	1				2018-01-23 Register der Zutrittsberechtigten NR.pdf	14
1801	1861	2	furrerhugi.ag	Hess Lorenz, BDP/BE	Beutler Nicole	2018-01-23 Register der Zutrittsberechtigten NR.pdf	14
1802	1862	3	Swisscom AG		Nünlist Stefan	2018-01-23 Register der Zutrittsberechtigten NR.pdf	14
1803	1863	4	Invité(e)	Hiltpold Hugues, PLR/GE	Maudet Pierre	2018-01-23 Register der Zutrittsberechtigten NR.pdf	14
1804	1864	5	Canton de Genève		Schurch Florence	2018-01-23 Register der Zutrittsberechtigten NR.pdf	14
1805	1865	6		Humbel Ruth, CVP/AG		2018-01-23 Register der Zutrittsberechtigten NR.pdf	14
1806	1866	7				2018-01-23 Register der Zutrittsberechtigten NR.pdf	14
1807	1867	8	Gast	Hurter Thomas, SVP/SH	Stamm Hurter Cornelia	2018-01-23 Register der Zutrittsberechtigten NR.pdf	14
1808	1868	9				2018-01-23 Register der Zutrittsberechtigten NR.pdf	14
1809	1869	10	Gast	Imark Christian, SVP/SO	Imark-Schmidhalter Carmen	2018-01-23 Register der Zutrittsberechtigten NR.pdf	14
1810	1870	11	Gastro Suisse		Borner Daniel	2018-01-23 Register der Zutrittsberechtigten NR.pdf	14
1811	1871	12	ecos AG	Jans Beat, SP/BS	Wiener Daniel	2018-01-23 Register der Zutrittsberechtigten NR.pdf	14
1812	1872	13	Schweizerische Energiestiftung		Haudenschild Rita	2018-01-23 Register der Zutrittsberechtigten NR.pdf	14
